,year,state,hs_grad,rank_a,bachelors,rank_b,adv_degree,rank_c,avg_income,dem_name,rep_name,dem_spend,rep_spend,dem_pac,rep_pac,inflation_rate,poverty_rate,stock_change,unemployment_rate,perc_urban,rep_sen,rep_house,campaign_fund,rep_legis,rep_win,stateGDP
0,1992,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,,,,,,,,2.9,,15.45,8.1,,,,,,,
1,1993,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,,,,,,,,2.75,,14.75,8.0,,,,,,,
2,1994,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,,,,,,,,2.67,,-3.2,7.5,,,,,,,
3,1995,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,,,,,,,,2.54,,39.92,6.6,,,,,,,
4,1996,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,,,,,,,,3.32,,22.71,5.7,,,,,,,
5,1997,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,,,,,,,,1.7,,21.64,5.6,,,,,,,
6,1998,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,,,,,,,,1.61,,39.63,4.5,,,,,,,
7,1999,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,,,,,,,,2.68,,85.59,4.7,,,,,,,
8,2000,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,48800.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,15.6,-39.29,5.1,55.4,0.55,0.5195,0.6079,34.0,1.0,0.744375363420853
9,2001,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,51380.0,,,,,,,1.55,16.5,-21.05,5.2,55.85,,,,,,
10,2002,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,49774.0,,,,,,,2.38,16.6,-31.53,6.5,56.3,,,,,,
11,2003,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,47651.0,,,,,,,1.88,17.1,50.01,6.2,56.75,,,,,,
12,2004,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,46745.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,16.1,8.59,6.4,56.975,0.51,0.5264,0.5162,37.0,1.0,0.7807275047862159
13,2005,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,46255.0,,,,,,,3.42,17.0,1.37,5.4,57.2,,,,,,
14,2006,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,50028.0,,,,,,,2.54,16.6,9.52,4.4,57.425,,,,,,
15,2007,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,50761.0,,,,,,,4.08,16.9,9.81,4.3,57.65,,,,,,
16,2008,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,45789.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,15.7,-40.54,4.8,58.1,0.49,0.4644,0.2397,40.0,1.0,0.763951158033925
17,2009,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,46120.0,,,,,,,2.72,17.5,43.89,9.7,58.55,,,,,,
18,2010,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,46520.0,,,,,,,1.5,19.0,16.91,12.3,59.0,,,,,,
19,2011,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,46490.0,,,,,,,2.96,19.0,-1.8,11.0,,,,,,,
20,2012,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,43616.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,19.0,15.91,8.3,,0.51,0.5563,0.396,62.0,1.0,0.7563594077704179
21,2013,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,49876.0,,,,,,,1.5,18.7,38.32,8.2,,,,,,,
22,2014,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,43820.0,,,,,,,0.76,19.3,13.4,7.6,,,,,,,
23,2015,Alabama,84.3,44.0,23.5,44.0,8.7,38.0,46053.0,,,,,,,0.73,18.5,5.73,6.4,,,,,,,
24,1992,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,,,,,,,,2.9,,15.45,10.6,,,,,,,
25,1993,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,,,,,,,,2.75,,14.75,9.0,,,,,,,
26,1994,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,,,,,,,,2.67,,-3.2,8.8,,,,,,,
27,1995,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,,,,,,,,2.54,,39.92,8.5,,,,,,,
28,1996,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,,,,,,,,3.32,,22.71,9.0,,,,,,,
29,1997,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,,,,,,,,1.7,,21.64,8.6,,,,,,,
30,1998,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,,,,,,,,1.61,,39.63,7.5,,,,,,,
31,1999,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,,,,,,,,2.68,,85.59,7.5,,,,,,,
32,2000,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,79616.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,9.1,-39.29,7.4,65.6,0.55,0.5195,0.6079,65.0,1.0,1.27888357114103
33,2001,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,72110.0,,,,,,,1.55,7.2,-21.05,7.5,65.65,,,,,,
34,2002,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,69257.0,,,,,,,2.38,7.7,-31.53,7.8,65.7,,,,,,
35,2003,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,71632.0,,,,,,,1.88,9.7,50.01,8.7,65.75,,,,,,
36,2004,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,70326.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,8.2,8.59,8.8,65.775,0.51,0.5264,0.5162,63.0,1.0,1.2792384599021498
37,2005,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,68761.0,,,,,,,3.42,11.2,1.37,8.1,65.8,,,,,,
38,2006,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,74657.0,,,,,,,2.54,10.9,9.52,7.9,65.825,,,,,,
39,2007,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,73032.0,,,,,,,4.08,8.9,9.81,7.3,65.85,,,,,,
40,2008,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,70555.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,8.4,-40.54,7.4,65.9,0.49,0.4644,0.2397,57.0,1.0,1.3951571248527899
41,2009,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,65178.0,,,,,,,2.72,9.0,43.89,8.0,65.95,,,,,,
42,2010,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,62731.0,,,,,,,1.5,9.9,16.91,8.9,66.0,,,,,,
43,2011,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,68080.0,,,,,,,2.96,10.5,-1.8,8.7,,,,,,,
44,2012,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,64439.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,10.1,15.91,8.2,,0.51,0.5563,0.396,53.0,1.0,1.5255103100276202
45,2013,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,76387.0,,,,,,,1.5,9.3,38.32,8.0,,,,,,,
46,2014,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,70095.0,,,,,,,0.76,11.2,13.4,7.8,,,,,,,
47,2015,Alaska,92.1,5.0,28.0,26.0,10.1,27.0,77717.0,,,,,,,0.73,10.3,5.73,7.2,,,,,,,
48,1992,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,,,,,,,,2.9,,15.45,7.9,,,,,,,
49,1993,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,,,,,,,,2.75,,14.75,7.4,,,,,,,
50,1994,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,,,,,,,,2.67,,-3.2,6.5,,,,,,,
51,1995,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,,,,,,,,2.54,,39.92,5.9,,,,,,,
52,1996,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,,,,,,,,3.32,,22.71,5.8,,,,,,,
53,1997,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,,,,,,,,1.7,,21.64,5.4,,,,,,,
54,1998,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,,,,,,,,1.61,,39.63,4.5,,,,,,,
55,1999,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,,,,,,,,2.68,,85.59,4.7,,,,,,,
56,2000,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,59270.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,15.6,-39.29,4.2,88.2,0.55,0.5195,0.6079,62.0,1.0,0.876347452699378
57,2001,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,54292.0,,,,,,,1.55,13.7,-21.05,4.3,88.4,,,,,,
58,2002,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,55000.0,,,,,,,2.38,14.2,-31.53,6.1,88.6,,,,,,
59,2003,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,57039.0,,,,,,,1.88,15.4,50.01,6.1,88.8,,,,,,
60,2004,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,56931.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,14.2,8.59,5.5,88.9,0.51,0.5264,0.5162,62.0,1.0,0.873495001063603
61,2005,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,56864.0,,,,,,,3.42,14.2,1.37,4.9,89.0,,,,,,
62,2006,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,55957.0,,,,,,,2.54,14.2,9.52,4.5,89.1,,,,,,
63,2007,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,53544.0,,,,,,,4.08,14.2,9.81,4.1,89.2,,,,,,
64,2008,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,52385.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,14.7,-40.54,4.7,89.4,0.49,0.4644,0.2397,56.0,1.0,0.863618520278507
65,2009,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,52839.0,,,,,,,2.72,16.5,43.89,8.5,89.6,,,,,,
66,2010,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,53108.0,,,,,,,1.5,17.4,16.91,11.1,89.8,,,,,,
67,2011,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,50320.0,,,,,,,2.96,19.0,-1.8,10.0,,,,,,,
68,2012,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,53335.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,18.7,15.91,8.8,,0.51,0.5563,0.396,68.0,1.0,0.800236725709658
69,2013,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,55453.0,,,,,,,1.5,18.6,38.32,8.2,,,,,,,
70,2014,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,51050.0,,,,,,,0.76,18.2,13.4,7.2,,,,,,,
71,2015,Arizona,86.0,35.0,27.5,30.0,10.2,25.0,54060.0,,,,,,,0.73,17.4,5.73,6.6,,,,,,,
72,1992,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,,,,,,,,2.9,,15.45,8.6,,,,,,,
73,1993,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,,,,,,,,2.75,,14.75,7.5,,,,,,,
74,1994,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,,,,,,,,2.67,,-3.2,6.6,,,,,,,
75,1995,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,,,,,,,,2.54,,39.92,5.7,,,,,,,
76,1996,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,,,,,,,,3.32,,22.71,6.0,,,,,,,
77,1997,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,,,,,,,,1.7,,21.64,6.2,,,,,,,
78,1998,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,,,,,,,,1.61,,39.63,6.2,,,,,,,
79,1999,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,,,,,,,,2.68,,85.59,5.7,,,,,,,
80,2000,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,46272.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,17.0,-39.29,5.1,52.5,0.55,0.5195,0.6079,21.0,1.0,0.711947041195151
81,2001,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,44253.0,,,,,,,1.55,15.4,-21.05,5.3,52.9625,,,,,,
82,2002,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,42756.0,,,,,,,2.38,15.3,-31.53,6.4,53.425,,,,,,
83,2003,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,45511.0,,,,,,,1.88,16.0,50.01,6.4,53.8875,,,,,,
84,2004,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,46126.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,17.9,8.59,6.6,54.11875,0.51,0.5264,0.5162,28.0,1.0,0.743161029568177
85,2005,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,45164.0,,,,,,,3.42,17.2,1.37,6.1,54.35,,,,,,
86,2006,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,48349.0,,,,,,,2.54,17.3,9.52,5.5,54.58125,,,,,,
87,2007,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,45180.0,,,,,,,4.08,17.9,9.81,5.9,54.8125,,,,,,
88,2008,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,41847.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,17.3,-40.54,5.7,55.275,0.49,0.4644,0.2397,24.0,1.0,0.7222371438606641
89,2009,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,43477.0,,,,,,,2.72,18.8,43.89,8.0,55.7375,,,,,,
90,2010,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,45114.0,,,,,,,1.5,18.8,16.91,9.0,56.2,,,,,,
91,2011,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,41735.0,,,,,,,2.96,19.5,-1.8,9.5,,,,,,,
92,2012,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,42075.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,19.8,15.91,8.5,,0.51,0.5563,0.396,44.0,1.0,0.7263533858006109
93,2013,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,41503.0,,,,,,,1.5,19.7,38.32,8.3,,,,,,,
94,2014,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,46560.0,,,,,,,0.76,18.9,13.4,7.2,,,,,,,
95,2015,Arkansas,84.8,43.0,21.1,48.0,7.5,49.0,44282.0,,,,,,,0.73,19.1,5.73,6.2,,,,,,,
96,1992,California,81.8,50.0,31.4,14.0,11.6,14.0,,,,,,,,2.9,,15.45,9.2,,,,,,,
97,1993,California,81.8,50.0,31.4,14.0,11.6,14.0,,,,,,,,2.75,,14.75,10.3,,,,,,,
98,1994,California,81.8,50.0,31.4,14.0,11.6,14.0,,,,,,,,2.67,,-3.2,9.9,,,,,,,
99,1995,California,81.8,50.0,31.4,14.0,11.6,14.0,,,,,,,,2.54,,39.92,8.5,,,,,,,
100,1996,California,81.8,50.0,31.4,14.0,11.6,14.0,,,,,,,,3.32,,22.71,8.5,,,,,,,
101,1997,California,81.8,50.0,31.4,14.0,11.6,14.0,,,,,,,,1.7,,21.64,7.5,,,,,,,
102,1998,California,81.8,50.0,31.4,14.0,11.6,14.0,,,,,,,,1.61,,39.63,6.6,,,,,,,
103,1999,California,81.8,50.0,31.4,14.0,11.6,14.0,,,,,,,,2.68,,85.59,6.1,,,,,,,
104,2000,California,81.8,50.0,31.4,14.0,11.6,14.0,65596.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,13.7,-39.29,5.4,94.4,0.55,0.5195,0.6079,39.0,0.0,1.0784765397862
105,2001,California,81.8,50.0,31.4,14.0,11.6,14.0,64817.0,,,,,,,1.55,12.8,-21.05,5.3,94.5,,,,,,
106,2002,California,81.8,50.0,31.4,14.0,11.6,14.0,65867.0,,,,,,,2.38,13.0,-31.53,7.0,94.6,,,,,,
107,2003,California,81.8,50.0,31.4,14.0,11.6,14.0,64033.0,,,,,,,1.88,13.4,50.01,7.3,94.7,,,,,,
108,2004,California,81.8,50.0,31.4,14.0,11.6,14.0,65122.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,13.3,8.59,7.0,94.75,0.51,0.5264,0.5162,39.0,0.0,1.09593703467347
109,2005,California,81.8,50.0,31.4,14.0,11.6,14.0,67421.0,,,,,,,3.42,13.3,1.37,6.2,94.8,,,,,,
110,2006,California,81.8,50.0,31.4,14.0,11.6,14.0,66054.0,,,,,,,2.54,13.1,9.52,5.3,94.85,,,,,,
111,2007,California,81.8,50.0,31.4,14.0,11.6,14.0,65071.0,,,,,,,4.08,12.4,9.81,5.5,94.9,,,,,,
112,2008,California,81.8,50.0,31.4,14.0,11.6,14.0,64291.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,13.3,-40.54,6.4,95.0,0.49,0.4644,0.2397,39.0,0.0,1.12505939959918
113,2009,California,81.8,50.0,31.4,14.0,11.6,14.0,61162.0,,,,,,,2.72,14.2,43.89,10.2,95.1,,,,,,
114,2010,California,81.8,50.0,31.4,14.0,11.6,14.0,58292.0,,,,,,,1.5,15.8,16.91,12.7,95.2,,,,,,
115,2011,California,81.8,50.0,31.4,14.0,11.6,14.0,60990.0,,,,,,,2.96,16.6,-1.8,12.6,,,,,,,
116,2012,California,81.8,50.0,31.4,14.0,11.6,14.0,60635.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,17.0,15.91,11.4,,0.51,0.5563,0.396,36.0,0.0,1.09873953942314
117,2013,California,81.8,50.0,31.4,14.0,11.6,14.0,64078.0,,,,,,,1.5,16.8,38.32,10.2,,,,,,,
118,2014,California,81.8,50.0,31.4,14.0,11.6,14.0,62693.0,,,,,,,0.76,16.4,13.4,8.4,,,,,,,
119,2015,California,81.8,50.0,31.4,14.0,11.6,14.0,65843.0,,,,,,,0.73,15.3,5.73,7.2,,,,,,,
120,1992,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,,,,,,,,2.9,,15.45,6.5,,,,,,,
121,1993,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,,,,,,,,2.75,,14.75,6.8,,,,,,,
122,1994,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,,,,,,,,2.67,,-3.2,5.4,,,,,,,
123,1995,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,,,,,,,,2.54,,39.92,4.3,,,,,,,
124,1996,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,,,,,,,,3.32,,22.71,4.8,,,,,,,
125,1997,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,,,,,,,,1.7,,21.64,4.4,,,,,,,
126,1998,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,,,,,,,,1.61,,39.63,4.0,,,,,,,
127,1999,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,,,,,,,,2.68,,85.59,3.6,,,,,,,
128,2000,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,68559.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,8.7,-39.29,3.2,84.5,0.55,0.5195,0.6079,60.0,1.0,1.15230129266002
129,2001,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,65988.0,,,,,,,1.55,9.6,-21.05,3.2,84.7125,,,,,,
130,2002,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,66722.0,,,,,,,2.38,9.7,-31.53,5.9,84.925,,,,,,
131,2003,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,66198.0,,,,,,,1.88,9.8,50.01,6.4,85.1375,,,,,,
132,2004,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,63479.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,11.1,8.59,6.3,85.24375,0.51,0.5264,0.5162,55.0,1.0,1.06536907041055
133,2005,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,67882.0,,,,,,,3.42,11.1,1.37,5.7,85.35,,,,,,
134,2006,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,72462.0,,,,,,,2.54,12.0,9.52,5.1,85.45625,,,,,,
135,2007,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,69556.0,,,,,,,4.08,12.0,9.81,4.3,85.5625,,,,,,
136,2008,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,64057.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,11.4,-40.54,4.6,85.775,0.49,0.4644,0.2397,40.0,0.0,1.0671473729881602
137,2009,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,67866.0,,,,,,,2.72,12.9,43.89,6.6,85.9875,,,,,,
138,2010,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,64040.0,,,,,,,1.5,13.4,16.91,8.9,86.2,,,,,,
139,2011,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,61242.0,,,,,,,2.96,13.5,-1.8,9.2,,,,,,,
140,2012,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,66794.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,13.7,15.91,8.6,,0.51,0.5563,0.396,48.0,0.0,1.0304213302323701
141,2013,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,71580.0,,,,,,,1.5,13.0,38.32,8.0,,,,,,,
142,2014,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,63162.0,,,,,,,0.76,12.0,13.4,6.4,,,,,,,
143,2015,Colorado,90.7,14.0,38.1,2.0,14.0,7.0,68906.0,,,,,,,0.73,11.5,5.73,4.8,,,,,,,
144,1992,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,,,,,,,,2.9,,15.45,8.1,,,,,,,
145,1993,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,,,,,,,,2.75,,14.75,8.3,,,,,,,
146,1994,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,,,,,,,,2.67,,-3.2,6.3,,,,,,,
147,1995,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,,,,,,,,2.54,,39.92,6.3,,,,,,,
148,1996,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,,,,,,,,3.32,,22.71,6.1,,,,,,,
149,1997,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,,,,,,,,1.7,,21.64,6.4,,,,,,,
150,1998,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,,,,,,,,1.61,,39.63,4.5,,,,,,,
151,1999,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,,,,,,,,2.68,,85.59,3.5,,,,,,,
152,2000,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,74042.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,7.7,-39.29,3.3,87.7,0.55,0.5195,0.6079,39.0,0.0,1.3721653173502701
153,2001,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,72947.0,,,,,,,1.55,7.3,-21.05,3.3,87.7375,,,,,,
154,2002,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,73436.0,,,,,,,2.38,7.5,-31.53,3.9,87.775,,,,,,
155,2003,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,71680.0,,,,,,,1.88,8.1,50.01,5.8,87.8125,,,,,,
156,2004,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,71514.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,7.6,8.59,5.7,87.83125,0.51,0.5264,0.5162,39.0,0.0,1.3834077855775402
157,2005,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,76056.0,,,,,,,3.42,8.3,1.37,5.4,87.85,,,,,,
158,2006,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,76017.0,,,,,,,2.54,8.3,9.52,5.0,87.86875,,,,,,
159,2007,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,73823.0,,,,,,,4.08,7.9,9.81,4.8,87.8875,,,,,,
160,2008,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,74274.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,9.3,-40.54,5.4,87.925,0.49,0.4644,0.2397,30.0,0.0,1.4209830375405499
161,2009,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,74361.0,,,,,,,2.72,9.4,43.89,7.3,87.9625,,,,,,
162,2010,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,71452.0,,,,,,,1.5,10.1,16.91,9.5,88.0,,,,,,
163,2011,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,68720.0,,,,,,,2.96,10.9,-1.8,9.8,,,,,,,
164,2012,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,71442.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,10.7,15.91,8.7,,0.51,0.5563,0.396,35.0,0.0,1.31872832610005
165,2013,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,73034.0,,,,,,,1.5,10.7,38.32,8.7,,,,,,,
166,2014,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,72719.0,,,,,,,0.76,10.8,13.4,7.6,,,,,,,
167,2015,Connecticut,89.9,18.0,37.6,4.0,16.6,3.0,75417.0,,,,,,,0.73,10.5,5.73,6.6,,,,,,,
168,1992,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,,,,,,,,2.9,,15.45,6.3,,,,,,,
169,1993,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,,,,,,,,2.75,,14.75,5.4,,,,,,,
170,1994,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,,,,,,,,2.67,,-3.2,6.1,,,,,,,
171,1995,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,,,,,,,,2.54,,39.92,4.6,,,,,,,
172,1996,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,,,,,,,,3.32,,22.71,5.8,,,,,,,
173,1997,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,,,,,,,,1.7,,21.64,5.4,,,,,,,
174,1998,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,,,,,,,,1.61,,39.63,4.3,,,,,,,
175,1999,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,,,,,,,,2.68,,85.59,3.9,,,,,,,
176,2000,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,68844.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,9.3,-39.29,4.1,80.1,0.55,0.5195,0.6079,55.0,0.0,1.54296193585902
177,2001,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,67841.0,,,,,,,1.55,9.8,-21.05,4.6,80.5,,,,,,
178,2002,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,65492.0,,,,,,,2.38,8.2,-31.53,4.5,80.9,,,,,,
179,2003,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,62507.0,,,,,,,1.88,8.7,50.01,4.7,81.3,,,,,,
180,2004,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,64468.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,9.9,8.59,4.4,81.5,0.51,0.5264,0.5162,60.0,0.0,1.47840884918103
181,2005,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,63910.0,,,,,,,3.42,10.4,1.37,4.6,81.7,,,,,,
182,2006,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,64697.0,,,,,,,2.54,11.1,9.52,4.4,81.9,,,,,,
183,2007,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,57867.0,,,,,,,4.08,10.5,9.81,3.9,82.1,,,,,,
184,2008,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,59686.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,10.0,-40.54,4.4,82.5,0.49,0.4644,0.2397,48.0,0.0,1.29201875994298
